x,y
156.591517841753,324.987133396796
227.205289686671,251.929241351205
241.29943776576,177.269093985858
181.694452424225,175.377148952221
127.803814799954,158.59876306008
148.224799506687,132.494478637948
102.526151351157,99.9959379963926
49.9507553148334,98.5556194529963
81.9513725132268,91.1151086385743
48.5952330351502,88.5966076550304
95.1209298716961,80.0064510684919
77.505047518094,80.4791963164703
86.8349906451329,65.1734820870516
71.4999083175592,71.8125373876788
56.5174302028275,46.0906138541233
106.539302226241,13.8359588404725
115.351953883562,-9.83685221348907
38.031746443496,-84.6533617111149
24.7428986421014,-107.451367439656
82.7025565968157,-69.244919203409
95.7594421432127,-76.9730019209149
89.8982995241653,-61.7672916739863
137.6505552306,-61.4319286402591
156.809572405541,-39.4125888580319
118.383681614012,-51.3351905827889
162.093143423764,-28.2531424279583
148.719200229225,-19.6802006296579
162.060066387486,-12.6118048112815
185.382264046618,-23.7402853992407
170.490017476152,-12.5724179692313
174.605554483608,16.7143678284717
196.265410761751,22.6060099943496
215.502331979397,2.25892016320444
283.87320636061,0.156319584515074
290.463687437023,-30.4969343106208
271.279579974692,-58.4381359333733
322.879170583719,-39.5698584764673
334.90182995866,-59.7448108797678
315.488818283439,-84.0958619890031
303.55734013914,-77.5292177574656
232.462398273429,-94.845052383495
231.246982263672,-155.69938668052
288.036677540333,-184.881144817005
282.470415433109,-203.028374731112
299.881174707574,-204.216060216815
294.697289267256,-229.958746211433
285.348355759474,-235.993074854754
273.158821499409,-222.574636289825
264.684351767782,-227.217324751059
271.878360716264,-268.867426590963
220.361983289048,-293.197208769594
209.198076947322,-316.69435345399
175.167405681591,-317.984411318632
161.870095947576,-304.506840123365
119.780859016266,-295.180034248672
102.524950102706,-298.427485072405
95.2858279411096,-324.987133396796
32.8063906811082,-300.241156909196
-8.03704406014703,-308.120020763015
-8.73004874332821,-298.327325522222
-43.0470817717136,-288.863109811085
-111.97887467238,-280.707979686837
-150.925840223896,-261.795508130977
-123.202259614526,-238.52709276354
-110.689792467898,-194.718299349701
-147.96622881429,-185.077861114171
-211.500968022954,-202.230634706955
-244.887440281587,-189.837130272143
-238.574280495195,-158.880096837883
-279.652694204746,-152.908007073906
-286.915871100956,-118.290935041996
-265.726174061791,-107.187736080532
-300.939422282904,-104.313078172133
-298.299791046735,-66.6137461234953
-262.044910954791,-24.3877789621351
-203.412809772033,-55.4827027798964
-118.234639869741,-45.5342661411876
-73.2123377852318,-16.0089711292883
-102.44376996263,33.9341397246088
-119.490128860738,16.8775447247739
-198.808521449298,9.47041218316969
-205.724904764558,26.0929988464838
-271.242039788392,16.2314553145009
-334.90182995866,29.6397690743206
-324.085992750334,68.1436628027271
-231.161116672203,67.9597198572949
-203.628831938837,81.8886937537641
-190.412583372169,110.926542769444
-157.609969531712,102.180451103708
-81.0331919105096,112.092454023987
-23.7059126213048,102.475986406638
50.9678319273256,169.093180048129
28.3854991568568,188.269171049818
31.7452695412243,260.366479329049
74.4915202545762,250.857011289001
114.13386358586,317.125118217344
156.591517841753,324.987133396796
